record_id,total_inflow_btc,total_outflow_btc,avg_tx_value,tx_count_in,tx_count_out,active_duration_days,in_out_ratio,temporal_entropy,address_count,entity_label
2166,4895.5249,1898.6932,49.60461,5163,12454,1859,2.3757,0.5456,779,6
2167,3170.7144,3085.975,6.517671,10706,5430,914,8.1917,0.3323,3160,2
2168,631.3324,4849.0946,39.803447,16041,15211,2066,2.4256,0.9473,6396,5
2169,3380.891,3638.1584,19.738826,4271,8690,2967,6.8,0.8451,1747,5
2170,1625.5268,4613.0196,24.61086,13287,12722,4890,4.3637,0.9826,5975,7
2171,3431.6391,3811.0627,44.032541,3604,9886,3838,1.2353,0.6922,5151,0
2172,348.215,2958.5889,20.645618,13773,8183,1597,7.1712,0.3782,12133,3
2173,874.4154,960.1249,26.874734,17601,8917,4443,2.2558,0.2809,421,0
2174,4278.6877,3333.4316,2.465078,2292,376,1056,1.8486,0.6633,10044,7
2175,1135.9055,3116.9016,0.117473,13124,18071,1024,3.6474,0.9808,2109,1
2176,4185.2073,3012.3498,12.240069,3812,5013,3205,6.5676,0.6267,4675,7
2177,1396.3876,2448.9344,34.029187,13348,16641,576,2.4166,0.8816,5346,2
2178,3214.4131,2643.2877,6.063333,13852,19985,199,1.9182,0.3291,3997,7
2179,3470.7559,1672.2193,5.688187,15514,51,1366,0.1985,0.407,6083,5
2180,2563.2786,2596.5683,20.548089,5143,6591,1999,4.7693,0.9063,9551,0
2181,1526.5603,987.7876,32.391887,12195,7438,1017,4.3436,0.7569,3911,6
2182,1063.2298,4025.8739,35.603628,7527,15163,3619,2.4153,0.9814,2627,6
2183,165.9564,928.8929,8.922616,19363,16979,26,0.6312,0.7748,10880,5
2184,1519.739,424.8406,3.979499,13514,13106,1559,4.3496,0.4485,12399,0
2185,3265.8174,2181.2358,47.019858,12085,4732,3725,7.9032,0.5311,491,4
2186,4691.5247,3291.5406,13.033393,13350,3874,3459,7.1813,0.9005,9488,0
2187,4356.0237,2188.5897,42.66734,15069,11629,3357,8.6219,0.5516,5933,0
2188,3830.3262,1383.7779,43.174586,4596,9265,2368,0.1949,0.2554,10274,5
2189,3942.2388,2790.8603,38.626152,15403,5749,471,9.6676,0.4356,14548,7
2190,3324.9279,1735.0182,8.441763,9956,1477,2468,3.48,0.5163,3372,0
2191,1301.4417,4664.3391,41.090091,18555,8033,4747,9.9049,0.0967,13685,1
2192,4535.9761,4613.2265,38.462551,13997,3021,886,2.6009,0.7438,10365,4
2193,3353.6649,2511.8641,29.83619,19406,12685,876,4.7682,0.1094,11367,7
2194,2802.2076,1639.4267,16.860168,1186,10923,942,3.6039,0.4049,4065,3
2195,554.9562,3685.6647,13.125504,3286,15387,3042,3.622,0.8046,5838,4
2196,2235.2832,183.5744,6.094548,3448,8067,572,8.4386,0.4676,11946,9
2197,2301.7968,2373.8503,25.487902,10663,12090,4150,7.4895,0.842,4990,4
2198,4322.8194,1681.6236,29.263085,4900,13409,605,9.9223,0.3419,14667,2
2199,2733.2456,4602.6802,17.967014,16061,8168,4421,6.1738,0.9576,12022,5
2200,1902.0089,60.025,23.768006,1936,12817,3530,4.6862,0.2095,5972,4
2201,4884.0019,2764.0789,18.175787,9446,2234,4981,0.9917,0.0383,10142,1
2202,553.6119,3703.3205,32.050339,9275,8118,4361,9.966,0.8724,3381,9
2203,2112.7479,2425.0951,45.06297,10336,14551,382,5.5602,0.7522,5690,3
2204,210.133,427.0243,8.196097,17670,6360,1237,7.0347,0.232,8604,3
2205,3699.5232,4862.3072,19.070502,8546,14365,2381,4.1267,0.9847,9615,6
2206,4590.3836,2590.057,7.043516,7480,4198,3780,5.5224,0.5023,11174,6
2207,1400.1938,3070.9351,31.247226,5256,10294,2106,9.4315,0.9511,7474,8
2208,4291.7098,1183.0565,36.443553,18270,9333,1518,1.7476,0.505,1677,9
2209,1461.0982,2417.4956,46.595643,5063,616,1534,2.9945,0.4719,7791,1
2210,4553.8517,2145.7532,13.943668,7067,12845,3295,1.6054,0.4491,5283,5
2211,3769.812,374.4885,47.510565,10713,12402,3441,7.9429,0.3349,9839,1
2212,4024.5358,530.8107,3.163227,15992,17951,3490,0.7142,0.5337,2712,8
2213,90.0426,4187.3642,30.150733,3023,9169,3946,0.9082,0.4526,12152,1
2214,4814.0522,1199.1074,2.85673,1548,9509,4643,3.0551,0.0367,13377,5
2215,3633.3577,974.7994,44.68872,12211,15555,871,5.1905,0.2604,9432,7
2216,1523.7624,2524.5622,26.4905,4205,2340,2151,4.1221,0.2131,603,5
2217,4146.975,3843.738,33.467451,7591,16247,3233,0.5437,0.8674,1938,2
2218,1407.6132,309.742,41.578713,1369,8110,3232,9.5792,0.5989,8122,4
2219,4363.7705,2884.0438,7.515616,11530,10289,3767,9.5334,0.7637,8218,3
2220,562.9108,596.061,1.929674,18142,13318,4961,2.8656,0.9568,6813,0
2221,3518.4329,182.3149,43.944069,15946,16763,3208,7.3421,0.644,12872,4
2222,2703.497,263.7292,15.74673,9710,3466,4494,5.8279,0.9826,1068,9
2223,482.6814,4170.8222,6.449032,13645,18656,4488,2.451,0.3118,13402,4
2224,1209.4767,589.8712,23.423115,4918,17392,3827,2.6955,0.1863,5253,6
2225,62.0301,225.7664,29.915344,19869,6801,1613,4.9624,0.4033,13473,6
2226,2343.8451,2189.5051,1.548627,11878,16494,1078,4.2504,0.4708,5864,1
2227,1506.3333,4219.9689,13.744855,13225,2772,1301,2.9832,0.8954,380,3
2228,2991.7914,1312.0493,1.64009,3053,3884,2159,8.0944,0.5599,9477,0
2229,1486.1961,2108.5689,21.016827,8383,2601,2272,4.8665,0.2922,5503,4
2230,1499.6026,199.6223,44.755012,17317,5519,2530,6.583,0.7426,12657,4
2231,3715.9686,2245.3981,49.132622,7241,19628,3261,1.9738,0.5058,3183,3
2232,240.7237,2888.0696,31.852414,3239,17390,364,5.3817,0.1621,3748,9
2233,4514.4759,2854.5396,8.081969,10408,16690,846,3.248,0.5768,5197,6
2234,4261.3208,1662.1401,45.292479,566,15924,3033,5.3115,0.9114,10449,5
2235,3339.0267,1577.6727,25.81244,5559,5702,1328,7.8302,0.8426,5133,9
2236,2966.1119,533.127,7.68755,16376,959,3163,7.7122,0.5868,6041,2
2237,4461.5136,1833.9979,46.086341,17128,7596,392,3.6068,0.3771,13882,1
2238,926.659,497.4823,37.873477,11104,3539,3256,6.9733,0.087,14210,3
2239,394.855,3832.9821,36.58529,15175,18015,2060,9.4188,0.4696,12120,8
2240,1197.5585,4831.3718,35.459064,8723,9984,3238,6.2941,0.7521,4121,9
2241,3972.8934,4850.3726,10.017071,8754,2604,2047,1.5693,0.3603,8738,4
2242,173.361,4325.3568,10.550413,5630,13468,4242,6.8291,0.2354,5260,0
2243,2914.0383,3003.9647,34.414681,6319,206,1306,1.1386,0.9314,8467,2
2244,4977.1876,3504.3315,10.986216,302,12443,2895,8.7339,0.8216,11634,8
2245,4278.4819,1426.0362,21.933641,7507,5692,2033,5.2149,0.6383,10462,6
2246,2607.2332,3153.8558,39.100113,8702,6142,765,3.9129,0.1368,11301,2
2247,318.2139,2278.2532,39.197648,6963,19530,499,0.6644,0.1449,2923,0
2248,4156.8693,2410.0919,22.663143,5430,19505,3369,3.8698,0.1032,13441,3
2249,2994.8966,3788.8852,39.609518,15867,6729,2945,9.0417,0.6163,3388,8
2250,574.6738,1409.599,41.931106,7249,6031,3805,0.3077,0.1156,5443,6
2251,469.2955,1590.2049,32.738822,19830,16563,4214,4.799,0.8426,5553,4
2252,4548.135,4623.2097,11.42137,2204,13384,4461,9.3185,0.993,14554,5
2253,3346.0046,281.1309,13.700662,19219,16497,136,4.0089,0.3663,10063,0
2254,4146.4357,2428.1766,15.742126,2480,8949,1101,4.3389,0.4537,4014,6
2255,4394.8957,4564.0049,5.840294,10387,9089,1872,5.8277,0.7117,5368,4
2256,2858.866,3051.8189,13.658054,435,14215,4034,4.6831,0.9372,8303,6
2257,2587.2366,2732.0399,10.47604,10231,8978,4114,1.7692,0.8941,6960,4
2258,2152.1427,1248.7284,22.766492,1707,1804,4013,0.2837,0.0576,9948,4
2259,1584.7398,1716.384,45.421887,5726,15390,205,6.1371,0.1691,12996,2
2260,2172.9855,4260.2436,5.224105,18289,18683,4595,9.216,0.7546,6291,4
2261,3869.4005,2796.0951,36.013424,3960,12271,2372,1.153,0.6889,9560,7
2262,3009.6211,2573.7158,34.364181,14522,1543,4691,2.1884,0.1332,9721,7
2263,4462.6175,497.9076,4.7878,11144,7260,562,3.7653,0.5021,552,1
2264,2216.9056,80.1506,46.128628,6826,12401,3315,8.1065,0.7808,134,0
2265,3035.4518,4818.4263,28.423653,6348,12547,3961,2.7657,0.2188,6608,1
2266,3156.5415,1884.9371,18.18634,12842,2155,2527,8.8323,0.8713,11104,6
2267,2958.4899,3016.0693,37.826954,2714,8767,2212,0.6441,0.053,10206,2
2268,3513.1718,398.5846,12.868347,11562,15750,2372,9.4155,0.7822,11455,7
2269,1187.175,3415.5746,34.675523,12788,11231,4736,5.6514,0.6158,13475,3
2270,2561.8238,4662.8342,1.985656,6513,17766,2682,6.6219,0.3152,6600,9
2271,521.133,2878.3305,41.970418,10597,5903,2807,3.7401,0.7209,13373,9
2272,1922.5628,630.5854,22.408598,19931,1223,3770,7.8417,0.7824,5125,7
2273,2438.3405,2908.6118,31.834682,15183,1502,2256,1.749,0.9339,1061,1
2274,3261.1248,3831.7384,11.061969,18688,9051,4411,0.5842,0.3678,10700,4
2275,4752.6558,2032.0886,33.853718,3222,16209,901,4.0156,0.686,7385,5
2276,3003.2593,4399.1899,38.612037,1083,3575,1751,8.5516,0.6026,14049,0
2277,3717.9721,3243.4183,23.660712,8638,3730,4900,7.5738,0.5252,10215,0
2278,2531.3352,4496.2456,30.886384,13124,11158,3296,5.2198,0.8904,14040,8
2279,3170.5238,3117.5303,22.816351,13043,19576,3160,5.7642,0.0032,2187,4
2280,354.6704,656.4485,44.704579,14134,7477,1453,1.3859,0.2821,2666,3
2281,1271.9654,1548.4655,24.893509,17977,17946,1244,8.4227,0.5383,3171,0
2282,1809.2718,1008.9827,42.090451,5609,14963,2323,7.8909,0.1783,10920,2
2283,2362.4721,4544.1334,40.067623,5527,2523,1671,6.5991,0.9079,11528,3
2284,228.2533,3802.0027,20.5253,6473,2392,2028,4.7153,0.6476,2647,4
2285,700.1291,3381.9951,11.504302,2776,19060,1769,9.6481,0.4779,596,9
2286,1384.0788,1504.8386,20.304166,15829,18568,3664,8.8024,0.8147,4107,4
2287,4857.6637,920.232,41.310886,12009,12075,2303,6.4799,0.4509,10567,9
2288,1656.7417,3782.2579,11.381704,17975,11797,1170,3.7808,0.5587,5818,7
2289,2410.2105,2370.795,26.221865,15056,2079,4711,6.2184,0.0028,3422,2
2290,980.4966,1128.9555,40.304857,18616,12270,2433,5.7969,0.3657,14715,6
2291,3053.9042,3083.1137,17.673938,5119,14363,387,4.003,0.1388,2279,5
2292,1403.4233,201.6789,32.110518,7961,17505,2431,3.1361,0.6897,1165,9
2293,1034.9708,1630.858,12.281654,17946,12961,3349,4.1294,0.479,618,9
2294,2582.868,2342.7903,5.464061,12465,10716,1406,5.7817,0.3018,13053,9
2295,27.5389,739.8002,39.719232,7597,3371,124,4.3385,0.4678,12337,5
2296,38.3301,4923.2725,4.948521,7241,1909,3998,2.7094,0.2096,451,9
2297,1095.3519,1045.4947,13.569143,4943,19905,3453,7.6335,0.9251,9991,8
2298,183.6164,651.7743,42.755486,19623,4308,3897,5.3615,0.054,12779,6
2299,540.1377,1017.6823,17.32353,13537,11298,1625,0.77,0.8654,7373,6
2300,1694.3099,3845.308,48.65227,1601,16882,1182,3.7463,0.5114,1893,0
2301,4012.9304,2127.534,48.986719,5701,3588,728,8.8606,0.6189,5529,0
2302,2860.2475,2827.084,13.413874,6072,12386,3885,7.5768,0.3026,2455,8
2303,2563.3435,105.0556,2.049007,10249,2414,3671,3.3001,0.9667,13363,8
2304,1467.4512,172.1662,35.253194,12524,10953,1142,9.388,0.2819,10415,9
2305,4658.7693,2229.1333,22.54938,17094,3458,2376,0.8584,0.5889,3809,2
2306,1985.0812,4083.278,5.037732,19356,8465,4032,9.6162,0.9934,9477,7
2307,435.473,4426.1955,35.37617,17178,1151,359,2.5325,0.8811,10720,8
2308,3085.3364,433.542,1.558842,19484,14538,3743,0.19,0.5363,1758,0
2309,569.2008,2691.8201,43.509848,11048,7455,2845,4.3947,0.9904,223,2
2310,1726.1223,4566.1493,6.932713,5766,14786,4539,3.6538,0.7014,12557,5
2311,2537.0646,1939.8699,6.365681,27,11582,2212,5.437,0.2087,6954,3
2312,4371.1139,4147.8309,8.783697,6694,19,973,7.9881,0.4056,7037,7
2313,2467.738,668.4869,48.013322,19486,9809,361,8.4401,0.3345,9093,8
2314,3511.2968,4676.9731,34.658499,6610,19563,2633,4.0722,0.344,13207,6
2315,4964.0843,3757.1191,40.068597,9315,16369,3191,4.3555,0.7605,2366,0
2316,657.4543,4706.6726,19.88181,16259,5578,4949,1.567,0.5843,12673,1
2317,1373.6649,3383.0894,16.815703,5310,4082,1625,0.5707,0.0381,1610,0
2318,1972.8864,1817.026,11.724277,12,6455,3929,6.448,0.8774,12914,8
2319,2109.1467,4690.9065,24.032453,15390,8934,1757,0.7379,0.2968,11483,3
2320,2055.1113,1377.8411,27.591481,13672,2672,241,7.3649,0.9971,7222,9
2321,4538.0559,1660.8693,31.588779,5775,10972,4762,5.437,0.9542,1224,7
2322,3570.1661,3504.0451,12.855999,16564,14971,976,2.066,0.9405,1908,4
2323,3039.53,3826.5838,47.432709,797,6388,4319,5.4413,0.8111,14979,4
2324,1546.8705,4647.0181,8.488008,7280,6834,2314,1.9117,0.2206,9555,4
2325,4118.9537,1024.02,48.282662,7189,19009,1306,4.4435,0.5326,10944,4
2326,4775.303,3989.9922,0.742905,2025,515,788,8.0156,0.2243,5811,2
2327,4105.9932,3692.7329,24.056336,7667,207,2429,4.673,0.2597,12162,5
2328,7.8355,318.9821,16.668459,3218,948,556,1.5721,0.611,6449,0
2329,3182.0105,1936.1218,22.456226,6585,10634,2110,7.2659,0.0408,7967,7
2330,255.6864,1413.8345,28.533272,5286,15381,4943,1.949,0.9695,14064,3
2331,1288.0435,1522.4591,21.779514,7371,18213,2650,7.4116,0.9187,9461,5
2332,297.6329,4914.7346,20.742401,17904,6862,1560,4.8456,0.3808,4938,1
2333,3018.9812,3213.8906,36.636197,6857,6095,4236,4.592,0.5154,5749,1
2334,3432.9527,3588.3836,34.293845,2433,6346,1364,8.5292,0.4661,1232,7
2335,572.447,4883.0884,41.663581,4867,18552,3960,7.1152,0.8822,12261,0
2336,1919.2006,1886.0151,12.498024,13567,13961,590,0.4258,0.6886,9940,7
2337,2281.188,4009.2028,30.476465,5055,6533,1750,3.0321,0.2781,10751,9
2338,1845.2714,2172.6605,29.259781,9109,5944,541,8.7221,0.4468,13571,9
2339,605.1338,4347.6697,18.486954,18455,14570,2423,0.2814,0.429,14499,0
2340,2094.7448,903.2959,24.302928,1782,9849,291,5.498,0.9593,738,8
2341,3755.8927,4738.4314,15.689176,17901,8794,2091,7.3055,0.1753,4437,0
2342,355.0476,1093.8664,7.092306,11063,5440,3936,6.2564,0.0896,2980,3
2343,400.9093,1631.1093,10.690139,11775,1204,3959,7.6293,0.8806,10144,8
2344,1773.8629,3780.9636,5.275772,15959,9584,3860,7.2843,0.8967,9974,0
2345,4708.6291,1968.7818,34.15351,19675,14412,1256,6.9511,0.8717,530,8
2346,3342.8665,3041.0608,33.036404,9639,13118,8,8.2332,0.511,12322,7
2347,3393.353,2222.8731,47.530324,1380,7387,1658,6.4923,0.6597,7142,4
2348,1809.6063,3711.8523,36.483948,9676,3132,4579,4.0839,0.5634,4419,5
2349,2968.308,1141.664,2.602387,10267,19051,4429,4.7719,0.0694,9397,4
2350,50.6658,292.2994,44.21227,17185,16934,1257,7.1956,0.5958,1987,3
2351,3180.4839,1499.654,43.133772,15196,17629,3951,8.7754,0.0136,347,9
2352,4566.4356,2371.5486,22.166072,10930,12079,1040,2.795,0.325,5826,3
2353,3062.8712,840.1086,29.293194,5268,6206,2117,3.4866,0.9323,1216,9
2354,4368.4942,1773.9929,48.803919,19880,13870,685,9.3143,0.304,13891,7
2355,3619.868,1999.9211,26.615265,3258,659,4019,5.8273,0.9398,10961,7
2356,602.8009,286.9686,45.266101,12070,14383,1798,1.8717,0.2501,8046,8
2357,4512.2675,2916.5404,4.15203,982,12123,1825,6.6706,0.3146,5799,2
2358,332.2286,4421.7183,9.552674,10669,11060,3535,9.9085,0.6284,245,9
2359,2669.842,758.723,22.037803,18473,13336,63,8.2522,0.7616,10918,7
2360,710.6942,2989.0441,29.237882,19337,18076,261,7.4828,0.5014,14120,2
2361,58.5429,3323.6994,40.811411,11657,10418,3572,2.1597,0.8821,7059,1
2362,2110.1771,2096.6792,49.413107,18511,11259,3193,8.7738,0.0402,11244,1
2363,1475.2106,3505.4909,19.442636,8064,10140,4954,5.3053,0.9222,133,8
2364,2430.0076,2053.6636,2.370877,18976,9558,1489,8.904,0.1963,1371,3
2365,2886.0037,2523.1914,40.058595,9666,7736,1131,3.3653,0.8842,10289,4
2366,218.7049,36.7751,30.219076,19707,19515,4276,0.7143,0.4009,1088,1
2367,615.0252,3458.6037,9.927223,6438,17352,355,4.8122,0.8328,9840,8
2368,2793.2164,3306.7168,24.741473,10376,17789,2775,2.7714,0.6717,10084,6
2369,1715.8433,192.014,37.115538,2862,9948,589,7.1808,0.1759,9913,2
2370,3645.8701,1841.2569,38.520612,12843,15545,605,9.5754,0.918,13416,5
2371,3261.4617,4895.1594,24.980971,18040,14796,2229,6.9406,0.2455,4003,6
2372,4228.0234,2103.6886,15.260796,18140,19353,174,8.8806,0.2441,10453,5
2373,3462.4672,2509.732,48.687132,6228,1580,354,4.5849,0.8142,13829,9
2374,2149.6611,4549.6517,33.168164,11425,10988,3291,7.7392,0.1059,8311,9
2375,3364.8364,3586.3122,20.411935,9644,5993,434,8.4461,0.222,2904,5
2376,1376.9131,2910.3548,14.023233,10311,51,2953,7.1377,0.5037,11001,7
2377,1531.5744,3989.0254,36.555176,18952,6453,259,5.127,0.8305,6823,7
2378,3944.9279,4321.8327,12.109248,15234,5154,868,6.2961,0.1475,895,4
2379,2232.1031,2284.4458,8.585582,13201,15341,2607,7.035,0.5477,1266,3
2380,3991.9037,2375.5471,26.491741,19508,13901,3646,2.6055,0.7112,6424,4
2381,4112.1136,1930.2608,14.499441,10533,14971,596,8.1148,0.8606,14760,8
2382,4287.8131,4833.531,31.445294,9681,2788,394,9.5082,0.9356,363,9
2383,4583.177,3485.8343,5.897022,10620,13382,4432,4.7059,0.7846,7165,5
2384,2154.9318,416.1245,32.74709,7151,15590,2111,7.0406,0.6528,9966,2
2385,1594.3409,4314.7995,14.164898,1767,15840,3865,7.3966,0.4336,14029,2
2386,2910.9979,2402.8049,0.012247,3550,2156,4140,6.6563,0.1121,8506,0
2387,1855.8684,343.7788,6.34689,18694,7020,2201,5.5164,0.7097,5633,4
2388,3005.3748,2748.5908,46.680776,9635,7608,3998,8.8283,0.9927,1707,5
2389,3527.9323,2085.8272,43.367745,1977,10929,3854,4.5444,0.7368,7335,7
2390,3442.0282,4388.7482,11.680528,15561,15658,4950,0.7049,0.0167,11658,8
2391,1872.7707,1019.981,38.918617,12166,8599,3755,8.4611,0.4963,6914,6
2392,834.3093,4132.3248,30.428619,2491,11572,4371,6.7724,0.6146,13375,0
2393,2152.6524,2788.4479,48.545238,11996,16207,3430,8.5077,0.6897,12560,6
2394,712.9793,273.061,18.680346,12020,11888,4522,1.4716,0.7197,13349,9
2395,4450.4863,4859.2268,34.073062,7426,15029,4579,0.4045,0.5581,9982,8
2396,1729.3938,2563.0811,3.17688,12858,15976,214,9.3503,0.2234,14679,3
2397,772.3072,1454.3914,19.812428,8690,13840,2127,1.5625,0.9422,2394,6
2398,127.2485,2347.0395,48.190887,3977,13920,139,8.1156,0.6967,11803,8
2399,3229.1155,4289.2903,26.94909,14206,5413,4194,8.2498,0.2368,8127,0
2400,3184.5152,1524.5226,14.394046,705,4500,3961,7.1162,0.3223,3695,9
2401,1703.0274,963.3901,6.013636,5453,4910,664,1.3995,0.9219,10473,8
2402,358.5687,645.3649,35.176447,12850,15479,2833,6.7072,0.8875,990,3
2403,2048.1504,1489.304,32.242838,6095,11095,1074,8.902,0.4051,14912,7
2404,1556.0944,3900.2426,18.696998,3682,19647,4575,4.3128,0.0383,3681,2
2405,3385.6064,2358.1371,47.547072,18301,19374,4023,4.1938,0.0485,10656,1
2406,3028.9002,1137.4157,1.110238,9567,7655,162,4.4843,0.2839,9097,7
2407,1822.975,830.9333,15.186262,7502,15983,1501,0.9145,0.6291,6411,7
2408,1089.4706,1663.6541,46.053482,1846,18609,3179,8.9311,0.5842,11237,2
2409,4940.18,4699.6225,16.04684,6414,2921,4491,8.7049,0.6338,3398,7
2410,2270.0136,1715.1401,12.612716,7991,5616,4897,9.9793,0.7173,3998,5
2411,3441.3743,4940.6205,26.711067,9629,4316,186,5.8933,0.019,13032,9
2412,702.7734,2426.1574,41.190105,13231,12461,4654,7.5368,0.1051,911,8
2413,2427.9536,895.8278,5.157428,19475,2784,1981,2.1065,0.3595,6587,9
2414,137.6933,4455.7015,47.151041,17755,9606,4542,6.7085,0.1549,10800,5
2415,2527.2805,2301.7823,39.753665,18313,12790,3989,6.5324,0.0753,5982,7
2416,4820.0874,3548.3596,9.062595,1637,11841,830,9.022,0.641,9938,1
2417,1921.0397,4918.5581,35.600427,18228,19193,3520,8.3248,0.8153,2124,0
2418,194.9897,250.8862,19.247998,14708,3332,3512,9.3908,0.7526,12535,9
2419,154.7886,483.4818,20.114794,17216,18563,3329,8.7015,0.817,1852,9
2420,1939.9399,3602.2865,39.164526,5539,17182,3349,8.7001,0.6659,14916,1
2421,800.1331,1409.1322,48.139244,10318,2847,2486,0.7309,0.7353,6457,3
2422,116.7702,921.5151,6.332881,12455,930,4612,8.475,0.2718,12864,9
2423,3781.0705,196.819,21.03157,15450,4819,1226,6.114,0.993,11958,8
2424,2292.6205,109.2433,24.047132,8456,19476,4852,3.8664,0.1832,1616,6
2425,1446.231,3872.4303,18.815653,15060,2263,2845,0.6595,0.2145,10583,8
2426,4500.4169,672.1758,18.15952,15631,12776,2734,6.809,0.2889,10955,8
2427,580.7036,2338.6084,2.613528,1287,7550,4421,3.3492,0.9753,9398,8
2428,4779.5946,3029.488,34.276962,1530,19865,3997,4.731,0.9883,4027,7
2429,1569.8404,2141.7647,21.810777,10001,19727,2671,6.8491,0.7949,13272,5
2430,4442.0195,135.543,9.739771,6656,9410,4783,9.1266,0.6291,6870,9
2431,3014.7184,3917.5097,40.801694,1878,9657,1499,8.2718,0.5201,10872,6
2432,4133.5385,52.576,40.128057,9942,4175,1689,4.5609,0.9706,2447,1
2433,4920.066,3809.4519,24.319633,18863,4771,2448,3.9391,0.6956,3313,0
2434,1442.0343,4466.5235,14.922603,13056,5834,868,2.4738,0.9447,8015,4
2435,4805.6778,2164.2053,31.904672,16485,18678,4313,3.787,0.3166,6858,7
2436,1947.4156,2677.717,14.407678,3088,2046,3009,1.1994,0.3338,5020,2
2437,1927.5657,2384.9222,11.800473,5829,1038,3525,9.7139,0.8547,12580,6
2438,1701.9421,1946.0492,36.52576,18676,6243,2013,5.7818,0.1499,10294,4
2439,2707.0426,4437.1238,2.016358,17078,9652,240,1.3653,0.9459,3217,9
2440,770.7337,4469.6686,4.738514,5407,12322,48,3.5928,0.5075,5476,7
2441,2768.5619,1679.0885,0.339508,11433,6163,4050,5.5157,0.9264,3670,5
2442,2708.5286,3075.3526,7.647244,3492,4074,3458,5.3756,0.3368,11223,5
2443,3809.5114,4634.5385,3.449594,13359,17668,3280,0.4515,0.716,2525,6
2444,4168.2515,4810.2929,49.790119,13355,16036,3229,9.5133,0.4829,12310,6
2445,2202.2123,2544.8001,14.44057,3393,6733,1249,2.8262,0.6268,7499,3
2446,1511.6732,2264.1295,7.463486,2269,3488,1168,0.2602,0.5044,13604,9
2447,1296.6819,1393.4788,12.049889,5633,2185,3491,0.8568,0.9671,11500,9
2448,973.1272,4794.3598,46.806285,3784,13891,4971,5.8439,0.6921,13341,9
2449,288.2473,714.0801,26.008059,14480,19572,1898,1.4641,0.2513,10935,7
2450,1712.2465,2899.1521,18.240968,15388,9418,3537,0.5131,0.9097,1962,5
2451,1351.2458,1412.7585,43.669586,5970,5496,2180,3.8583,0.294,6304,7
2452,4832.0873,1395.0487,19.749574,8982,18682,4721,6.2653,0.3716,13198,6
2453,2788.5486,2024.8489,16.750495,8851,14782,1971,1.2072,0.1021,4626,0
2454,1736.3917,4993.9647,10.364205,15173,7098,4697,3.2019,0.9,11814,3
2455,2902.3422,274.841,18.889903,17403,8470,2721,4.2358,0.2861,8293,6
2456,695.9921,2892.7133,15.834286,18338,12400,2382,1.6787,0.2589,9506,8
2457,2220.2243,412.87,33.86523,3658,16203,1944,5.1101,0.9203,3449,1
2458,3131.1753,772.6126,14.479206,18681,19929,3147,0.9436,0.8055,3245,4
2459,2444.4943,2197.8203,28.86003,17159,10986,3484,0.5605,0.1411,14679,8
2460,2008.9,2552.3056,3.294702,19196,6832,3697,5.2464,0.7693,6048,8
2461,4969.242,1293.9695,9.564539,9573,16776,2826,2.5542,0.913,10094,5
2462,4401.575,1582.2925,20.370323,3183,969,1828,1.0442,0.0785,4675,6
2463,3117.0336,434.8442,46.847469,12980,10383,223,4.2967,0.8252,1215,8
2464,2846.8911,1516.1059,18.862662,7868,5152,1747,9.1599,0.5474,7607,9
2465,3103.3062,4832.7925,33.20374,15156,10819,530,7.2695,0.6692,3627,7
2466,1006.5685,4723.5375,12.754436,13007,19692,134,8.1746,0.4929,8982,9
2467,1975.6948,1674.3981,6.351766,4330,10793,3804,8.7319,0.6978,9559,5
2468,197.3073,2854.274,2.926924,3098,6126,4487,9.729,0.0341,7876,5
2469,2377.7354,4547.9779,15.270744,1405,4371,102,7.6561,0.7627,6269,6
2470,2715.1275,30.9291,7.883136,5102,4839,3724,6.1232,0.0333,13920,6
2471,1138.7564,4053.4197,8.700605,1370,16176,2729,3.7177,0.4553,6813,1
2472,4820.1446,4741.8483,38.037989,6666,3135,2546,1.8983,0.151,11816,8
2473,4547.274,456.6378,0.792002,18449,12692,2559,6.8979,0.8236,5480,3
2474,3610.719,807.2468,27.890551,2766,10432,3042,9.95,0.3137,8695,9
2475,2666.9378,4803.7319,18.973131,19202,11557,2001,4.7269,0.4541,173,8
2476,4349.8471,2687.7053,25.327549,717,1055,949,7.2644,0.4288,887,9
2477,653.2704,70.993,28.141556,13851,2670,1569,5.0014,0.7725,9610,2
2478,3952.5511,1288.1674,15.668453,1712,16660,4937,4.3761,0.4811,11725,4
2479,624.1128,2249.7239,14.755513,6262,16082,2054,4.162,0.789,6264,4
2480,3971.0554,3464.5476,36.670119,16393,12939,3006,5.0958,0.0735,4369,6
2481,1378.8451,3665.8046,43.563862,6087,5718,194,3.7323,0.1916,11622,3
2482,4385.4541,4977.1076,9.629162,14363,12283,742,7.5129,0.5515,9602,3
2483,4720.211,1437.5631,4.881028,11224,14892,3907,8.7553,0.9471,7057,0
2484,743.9884,2691.1051,44.889801,16221,9298,2960,8.8406,0.0748,11116,5
2485,2313.3834,2666.6224,17.494838,13393,14202,4569,2.3542,0.0431,4954,3
2486,4904.9371,2028.2322,27.565914,2247,16290,2264,8.9695,0.1566,10103,9
2487,2417.0423,845.8178,17.977221,2823,12874,3421,3.4814,0.6412,14246,9
2488,4317.739,4887.283,6.290204,17235,16513,2924,3.1621,0.399,261,4
2489,2943.6617,4266.5874,29.466623,17492,19953,3255,7.2949,0.8256,3353,8
2490,1876.6558,2491.6702,26.25709,16684,13449,3240,3.1165,0.0719,1353,3
